You can't %s here.\r\n;You can't %s here.\r\n
You can't %s in there until it's complete.\r\n;You can't %s in there until it's complete.\r\n
You can't %s it until it's finished.\r\n;You can't %s it until it's finished.\r\n
You can't %s it while it's on fire!\r\n;You can't %s it while it's on fire!\r\n
You can't %s it while leading an animal.\r\n;You can't %s it while leading an animal.\r\n
You can't %s it while leading another vehicle.\r\n;You can't %s it while leading another vehicle.\r\n
You can't %s it while someone else is leading it.\r\n;You can't %s it while someone else is leading it.\r\n
You can't %s it while someone else is sitting %s it.\r\n;You can't %s it while someone else is sitting %s it.\r\n
You can't %s that direction.\r\n;You can't %s that direction.\r\n
You can't %s that item.\r\n;You can't %s that item.\r\n
You can't %s that while riding.\r\n;You can't %s that while riding.\r\n
You can't %s that while there's already an unfinished vehicle here.\r\n;You can't %s that while there's already an unfinished vehicle here.\r\n
You can't %s that!\r\n;You can't %s that!\r\n
You can't %s.\r\n;You can't %s.\r\n
You can't abandon a city center that way -- use \city abandon\.\r\n;You can't abandon a city center that way -- use \city abandon\.\r\n
You can't abandon that!\r\n;You can't abandon that!\r\n
You can't accept an adventure summon while you're already in an adventure.\r\n;You can't accept an adventure summon while you're already in an adventure.\r\n
You can't add a prerequisite that isn't assigned to this skill.\r\n;You can't add a prerequisite that isn't assigned to this skill.\r\n
You can't afford the cost of %s.\r\n;You can't afford the cost of %s.\r\n
You can't alternate again so soon.\r\n;You can't alternate again so soon.\r\n
You can't alternate in hostile territory.\r\n;You can't alternate in hostile territory.\r\n
You can't alternate right now.\r\n;You can't alternate right now.\r\n
You can't alternate so soon after fighting!\r\n;You can't alternate so soon after fighting!\r\n
You can't alternate while editing text (use ,/save or ,/abort first).\r\n;You can't alternate while editing text (use ,/save or ,/abort first).\r\n
You can't alternate while snooping.\r\n;You can't alternate while snooping.\r\n
You can't alternate with an editor open (use .save or .abort first).\r\n;You can't alternate with an editor open (use .save or .abort first).\r\n
You can't apply first aid to someone who isn't injured.\r\n;You can't apply first aid to someone who isn't injured.\r\n
You can't assign %s to this skill because it's already assigned to [%d] %s.\r\n;You can't assign %s to this skill because it's already assigned to [%d] %s.\r\n
You can't assign %s to this skill because it's already assigned to a class.\r\n;You can't assign %s to this skill because it's already assigned to a class.\r\n
You can't assign an ability that is already assigned to a skill (%s).\r\n;You can't assign an ability that is already assigned to a skill (%s).\r\n
You can't attack until they've engaged in melee combat.\r\n;You can't attack until they've engaged in melee combat.\r\n
You can't automatically dispatch ships that are out at sea.\r\n;You can't automatically dispatch ships that are out at sea.\r\n
You can't backstab while someone is attacking you.\r\n;You can't backstab while someone is attacking you.\r\n
You can't bash -- your weapon has been disarmed!\r\n;You can't bash -- your weapon has been disarmed!\r\n
You can't bathe here!\r\n;You can't bathe here!\r\n
You can't be summoned there right now. Perhaps the adventure is full.\r\n;You can't be summoned there right now. Perhaps the adventure is full.\r\n
You can't be teleported out of here.\r\n;You can't be teleported out of here.\r\n
You can't be teleported to the summon location.\r\n;You can't be teleported to the summon location.\r\n
You can't besiege a city center.\r\n;You can't besiege a city center.\r\n
You can't besiege a starting location.\r\n;You can't besiege a starting location.\r\n
You can't besiege that because you're not at war with %s.\r\n;You can't besiege that because you're not at war with %s.\r\n
You can't besiege that direction because you're not at war with %s.\r\n;You can't besiege that direction because you're not at war with %s.\r\n
You can't besiege your own property. Abandon it first.\r\n;You can't besiege your own property. Abandon it first.\r\n
You can't bite an immortal!\r\n;You can't bite an immortal!\r\n
You can't build here while at war with the empire that controls this area.\r\n;You can't build here while at war with the empire that controls this area.\r\n
You can't build here.\r\n;You can't build here.\r\n
You can't build in front of an entrance.\r\n;You can't build in front of an entrance.\r\n
You can't build over city centers this way.\r\n;You can't build over city centers this way.\r\n
You can't burn %s vehicles unless you're at war.\r\n;You can't burn %s vehicles unless you're at war.\r\n
You can't burn books here.\r\n;You can't burn books here.\r\n
You can't butcher a corpse that is bound to someone else.\r\n;You can't butcher a corpse that is bound to someone else.\r\n
You can't buy your own auctions.\r\n;You can't buy your own auctions.\r\n
You can't cast vigor on yourself again until the effects of the last one have worn off.\r\n;You can't cast vigor on yourself again until the effects of the last one have worn off.\r\n
You can't cede a city center.\r\n;You can't cede a city center.\r\n
You can't cede a private house.\r\n;You can't cede a private house.\r\n
You can't cede land to %s, %s empire can't own any more land.\r\n;You can't cede land to %s, %s empire can't own any more land.\r\n
You can't cede land to an empire that is at war.\r\n;You can't cede land to an empire that is at war.\r\n
You can't cede land to NPCs!\r\n;You can't cede land to NPCs!\r\n
You can't cede land to someone with 'bother' toggled off.\r\n;You can't cede land to someone with 'bother' toggled off.\r\n
You can't cede land to that empire as it is over its limit for territory outside of cities.\r\n;You can't cede land to that empire as it is over its limit for territory outside of cities.\r\n
You can't cede land to your own empire!\r\n;You can't cede land to your own empire!\r\n
You can't cede land to yourself!\r\n;You can't cede land to yourself!\r\n
You can't cede the inside of a vehicle.\r\n;You can't cede the inside of a vehicle.\r\n
You can't change the book's author id.\r\n;You can't change the book's author id.\r\n
You can't change the name on a %s resource.\r\n;You can't change the name on a %s resource.\r\n
You can't change the vnum on a resource that isn't a component.\r\n;You can't change the vnum on a resource that isn't a component.\r\n
You can't change the vnum on a resource that isn't an object.\r\n;You can't change the vnum on a resource that isn't an object.\r\n
You can't change the vnum on that.\r\n;You can't change the vnum on that.\r\n
You can't change your gear in combat!\r\n;You can't change your gear in combat!\r\n
You can't change your syslog settings right now.\r\n;You can't change your syslog settings right now.\r\n
You can't check any empire inventory here.\r\n;You can't check any empire inventory here.\r\n
You can't chip that!\r\n;You can't chip that!\r\n
You can't chop here right now.\r\n;You can't chop here right now.\r\n
You can't circle from here.\r\n;You can't circle from here.\r\n
You can't circle that way.\r\n;You can't circle that way.\r\n
You can't claim a city center.\r\n;You can't claim a city center.\r\n
You can't claim any more land.\r\n;You can't claim any more land.\r\n
You can't claim the area because you're over the 20%% of your territory that can be outside of cities.\r\n;You can't claim the area because you're over the 20%% of your territory that can be outside of cities.\r\n
You can't claim while at war with the empire that controls this area.\r\n;You can't claim while at war with the empire that controls this area.\r\n
You can't collapse that.\r\n;You can't collapse that.\r\n
You can't combine that!\r\n;You can't combine that!\r\n
You can't copy '%s' from %ss.\r\n;You can't copy '%s' from %ss.\r\n
You can't copy %s from %ss.\r\n;You can't copy %s from %ss.\r\n
You can't copy gear from %ss.\r\n;You can't copy gear from %ss.\r\n
You can't copy icons from %ss.\r\n;You can't copy icons from %ss.\r\n
You can't copy interactions from %ss.\r\n;You can't copy interactions from %ss.\r\n
You can't copy rewards from %ss.\r\n;You can't copy rewards from %ss.\r\n
You can't copy scripts from %ss.\r\n;You can't copy scripts from %ss.\r\n
You can't copy spawns from %ss.\r\n;You can't copy spawns from %ss.\r\n
You can't copy template spawns from %ss.\r\n;You can't copy template spawns from %ss.\r\n
You can't create exits here!\r\n;You can't create exits here!\r\n
You can't create more than 1000 at once.\r\n;You can't create more than 1000 at once.\r\n
You can't create that.\r\n;You can't create that.\r\n
You can't customize here.\r\n;You can't customize here.\r\n
You can't customize that!\r\n;You can't customize that!\r\n
You can't delete exits here.\r\n;You can't delete exits here.\r\n
You can't delete that book while you're editing it.\r\n;You can't delete that book while you're editing it.\r\n
You can't delete that.\r\n;You can't delete that.\r\n
You can't delete the last adventure zone.\r\n;You can't delete the last adventure zone.\r\n
You can't delete the last building.\r\n;You can't delete the last building.\r\n
You can't delete the last craft.\r\n;You can't delete the last craft.\r\n
You can't delete the last crop.\r\n;You can't delete the last crop.\r\n
You can't delete the last global.\r\n;You can't delete the last global.\r\n
You can't delete the last mob.\r\n;You can't delete the last mob.\r\n
You can't delete the last object.\r\n;You can't delete the last object.\r\n
You can't delete the last room template.\r\n;You can't delete the last room template.\r\n
You can't delete the last sector.\r\n;You can't delete the last sector.\r\n
You can't delete the last trigger.\r\n;You can't delete the last trigger.\r\n
You can't demote anybody!\r\n;You can't demote anybody!\r\n
You can't demote someone above your rank.\r\n;You can't demote someone above your rank.\r\n
You can't demote yourself!\r\n;You can't demote yourself!\r\n
You can't designate any new rooms here.\r\n;You can't designate any new rooms here.\r\n
You can't designate here.\r\n;You can't designate here.\r\n
You can't designate rooms here!\r\n;You can't designate rooms here!\r\n
You can't designate that here!\r\n;You can't designate that here!\r\n
You can't designate that type of room!\r\n;You can't designate that type of room!\r\n
You can't disarm someone who isn't wielding a weapon.\r\n;You can't disarm someone who isn't wielding a weapon.\r\n
You can't disembark from here!\r\n;You can't disembark from here!\r\n
You can't disembark here while riding.\r\n;You can't disembark here while riding.\r\n
You can't disenchant something that is bound to someone else.\r\n;You can't disenchant something that is bound to someone else.\r\n
You can't disguise yourself while morphed.\r\n;You can't disguise yourself while morphed.\r\n
You can't dismantle a burning building!\r\n;You can't dismantle a burning building!\r\n
You can't dismantle anything here.\r\n;You can't dismantle anything here.\r\n
You can't dismantle here because it's the entrance for another building.\r\n;You can't dismantle here because it's the entrance for another building.\r\n
You can't dismantle this building (use 'nodismantle' to toggle).\r\n;You can't dismantle this building (use 'nodismantle' to toggle).\r\n
You can't dismantle this building.\r\n;You can't dismantle this building.\r\n
You can't dismantle this.\r\n;You can't dismantle this.\r\n
You can't dispatch a ship that has people inside it.\r\n;You can't dispatch a ship that has people inside it.\r\n
You can't dispatch any ships.\r\n;You can't dispatch any ships.\r\n
You can't dispatch it while it's on fire!\r\n;You can't dispatch it while it's on fire!\r\n
You can't do any more sitting while mounted.\r\n;You can't do any more sitting while mounted.\r\n
You can't do anything without a player controlling you. Who's even reading this?\r\n;You can't do anything without a player controlling you. Who's even reading this?\r\n
You can't do that from here.\r\n;You can't do that from here.\r\n
You can't do that here -- try it in the main room.\r\n;You can't do that here -- try it in the main room.\r\n
You can't do that here.\r\n;You can't do that here.\r\n
You can't do that in this form!\r\n;You can't do that in this form!\r\n
You can't do that in this state.\r\n;You can't do that in this state.\r\n
You can't do that inside.\r\n;You can't do that inside.\r\n
You can't do that now!\r\n;You can't do that now!\r\n
You can't do that now.\r\n;You can't do that now.\r\n
You can't do that right now!\r\n;You can't do that right now!\r\n
You can't do that right now. You need to be standing.\r\n;You can't do that right now. You need to be standing.\r\n
You can't do that right now.\r\n;You can't do that right now.\r\n
You can't do that to someone who is already dead.\r\n;You can't do that to someone who is already dead.\r\n
You can't do that when no members of %s are online.\r\n;You can't do that when no members of %s are online.\r\n
You can't do that while feeding!\r\n;You can't do that while feeding!\r\n
You can't do that while fighting!\r\n;You can't do that while fighting!\r\n
You can't do that while in deathshroud!\r\n;You can't do that while in deathshroud!\r\n
You can't do that while in earthmeld.\r\n;You can't do that while in earthmeld.\r\n
You can't do that while mounted.\r\n;You can't do that while mounted.\r\n
You can't do that while mummified.\r\n;You can't do that while mummified.\r\n
You can't do that while muted.\r\n;You can't do that while muted.\r\n
You can't do that while not on any island.\r\n;You can't do that while not on any island.\r\n
You can't do that while role-playing!\r\n;You can't do that while role-playing!\r\n
You can't do that while someone else is attacking you!\r\n;You can't do that while someone else is attacking you!\r\n
You can't do that while staked!\r\n;You can't do that while staked!\r\n
You can't do that while stunned!\r\n;You can't do that while stunned!\r\n
You can't do that while switched!\r\n;You can't do that while switched!\r\n
You can't do that while you're at war.\r\n;You can't do that while you're at war.\r\n
You can't do that with your current diplomatic relations.\r\n;You can't do that with your current diplomatic relations.\r\n
You can't do that.\r\n;You can't do that.\r\n
You can't downgrade any cities right now.\r\n;You can't downgrade any cities right now.\r\n
You can't drag anything in that direction.\r\n;You can't drag anything in that direction.\r\n
You can't drag anything in the water.\r\n;You can't drag anything in the water.\r\n
You can't drag anything into the water.\r\n;You can't drag anything into the water.\r\n
You can't drag anything while you're leading something.\r\n;You can't drag anything while you're leading something.\r\n
You can't drag anything while you're sitting on something.\r\n;You can't drag anything while you're sitting on something.\r\n
You can't drag it in there.\r\n;You can't drag it in there.\r\n
You can't drag it into that!\r\n;You can't drag it into that!\r\n
You can't drag it on such rough terrain.\r\n;You can't drag it on such rough terrain.\r\n
You can't drag it through there because it can't be dragged into water.\r\n;You can't drag it through there because it can't be dragged into water.\r\n
You can't drag it through there because of rough terrain on the other side.\r\n;You can't drag it through there because of rough terrain on the other side.\r\n
You can't drag it while someone is leading it.\r\n;You can't drag it while someone is leading it.\r\n
You can't drag it while someone is sitting on it.\r\n;You can't drag it while someone is sitting on it.\r\n
You can't drag that around until it's finished.\r\n;You can't drag that around until it's finished.\r\n
You can't drag that while animals are harnessed to it.\r\n;You can't drag that while animals are harnessed to it.\r\n
You can't drag that!\r\n;You can't drag that!\r\n
You can't drain blood into that!\r\n;You can't drain blood into that!\r\n
You can't drain THAT much!\r\n;You can't drain THAT much!\r\n
You can't draw a two-handed weapon while you're holding something in your off-hand.\r\n;You can't draw a two-handed weapon while you're holding something in your off-hand.\r\n
You can't drink anything here until construction is finished!\r\n;You can't drink anything here until construction is finished!\r\n
You can't drop %s lower than %d.\r\n;You can't drop %s lower than %d.\r\n
You can't drop any more items here.\r\n;You can't drop any more items here.\r\n
You can't drop your skill level in %s.\r\n;You can't drop your skill level in %s.\r\n
You can't earthmeld without natural ground below you!\r\n;You can't earthmeld without natural ground below you!\r\n
You can't earthmeld without solid ground below you!\r\n;You can't earthmeld without solid ground below you!\r\n
You can't eat something that's bound to someone else.\r\n;You can't eat something that's bound to someone else.\r\n
You can't edit accounts for people above your access level.\r\n;You can't edit accounts for people above your access level.\r\n
You can't edit that vnum.\r\n;You can't edit that vnum.\r\n
You can't engage in diplomacy if you're not a member of an empire.\r\n;You can't engage in diplomacy if you're not a member of an empire.\r\n
You can't engage in diplomacy with your own empire!\r\n;You can't engage in diplomacy with your own empire!\r\n
You can't enroll animals!\r\n;You can't enroll animals!\r\n
You can't enter a building without permission.\r\n;You can't enter a building without permission.\r\n
You can't enter a portal until your portal sickness cooldown is under one minute.\r\n;You can't enter a portal until your portal sickness cooldown is under one minute.\r\n
You can't enter it from this side. The entrance is from %s.\r\n;You can't enter it from this side. The entrance is from %s.\r\n
You can't enter it from this side. The entrances are from %s and %s.\r\n;You can't enter it from this side. The entrances are from %s and %s.\r\n
You can't enter that!\r\n;You can't enter that!\r\n
You can't excavate a trench here.\r\n;You can't excavate a trench here.\r\n
You can't excavate a trench in front of an entrance.\r\n;You can't excavate a trench in front of an entrance.\r\n
You can't excavate here.\r\n;You can't excavate here.\r\n
You can't exchange coins for the same type of coins.\r\n;You can't exchange coins for the same type of coins.\r\n
You can't exchange that.\r\n;You can't exchange that.\r\n
You can't exchange treasure for coins here.\r\n;You can't exchange treasure for coins here.\r\n
You can't expel the leader!\r\n;You can't expel the leader!\r\n
You can't expel yourself.\r\n;You can't expel yourself.\r\n
You can't face it that direction.\r\n;You can't face it that direction.\r\n
You can't fill anything in here.\r\n;You can't fill anything in here.\r\n
You can't fill your water until it's finished being built.\r\n;You can't fill your water until it's finished being built.\r\n
You can't find a matching post to cancel.\r\n;You can't find a matching post to cancel.\r\n
You can't find any ship like that to dispatch on this island.\r\n;You can't find any ship like that to dispatch on this island.\r\n
You can't find anything here left to pick.\r\n;You can't find anything here left to pick.\r\n
You can't finish any more daily quests today.\r\n;You can't finish any more daily quests today.\r\n
You can't fish for anything %s!\r\n;You can't fish for anything %s!\r\n
You can't fish in that direction.\r\n;You can't fish in that direction.\r\n
You can't fish.\r\n;You can't fish.\r\n
You can't fly there.\r\n;You can't fly there.\r\n
You can't fly while mounted.\r\n;You can't fly while mounted.\r\n
You can't forgive an NPC for anything.\r\n;You can't forgive an NPC for anything.\r\n
You can't found a city here! You don't even own the territory.\r\n;You can't found a city here! You don't even own the territory.\r\n
You can't found a city here. It's within %d tiles of the center of %s.\r\n;You can't found a city here. It's within %d tiles of the center of %s.\r\n
You can't found a city on a newbie island.\r\n;You can't found a city on a newbie island.\r\n
You can't found a city on this type of terrain.\r\n;You can't found a city on this type of terrain.\r\n
You can't found a city within %d tiles of a starting location.\r\n;You can't found a city within %d tiles of a starting location.\r\n
You can't found any cities right now.\r\n;You can't found any cities right now.\r\n
You can't get a combat summary right now.\r\n;You can't get a combat summary right now.\r\n
You can't get a portal list if you're not in an empire.\r\n;You can't get a portal list if you're not in an empire.\r\n
You can't get a score sheet for an NPC.\r\n;You can't get a score sheet for an NPC.\r\n
You can't get a score sheet for someone of a higher level!\r\n;You can't get a score sheet for someone of a higher level!\r\n
You can't get any good meat out of that.\r\n;You can't get any good meat out of that.\r\n
You can't get your mouth close enough to your ear...\r\n;You can't get your mouth close enough to your ear...\r\n
You can't give THAT much blood.\r\n;You can't give THAT much blood.\r\n
You can't go on land!\r\n;You can't go on land!\r\n
You can't go that way from here!\r\n;You can't go that way from here!\r\n
You can't go that way!\r\n;You can't go that way!\r\n
You can't harness %s animals to it.\r\n;You can't harness %s animals to it.\r\n
You can't harness animals that belong to other empires.\r\n;You can't harness animals that belong to other empires.\r\n
You can't harness anything to it while it's on fire.\r\n;You can't harness anything to it while it's on fire.\r\n
You can't harvest anything here!\r\n;You can't harvest anything here!\r\n
You can't harvest here.\r\n;You can't harvest here.\r\n
You can't harvest the orchard. Use pick or chop.\r\n;You can't harvest the orchard. Use pick or chop.\r\n
You can't heal an enemy like that.\r\n;You can't heal an enemy like that.\r\n
You can't herd an animal into a building.\r\n;You can't herd an animal into a building.\r\n
You can't herd anything in an adventure.\r\n;You can't herd anything in an adventure.\r\n
You can't herd anything in that direction.\r\n;You can't herd anything in that direction.\r\n
You can't herd someone who is being led by someone else.\r\n;You can't herd someone who is being led by someone else.\r\n
You can't herd yourself.\r\n;You can't herd yourself.\r\n
You can't hide in combat!\r\n;You can't hide in combat!\r\n
You can't hide while mounted!\r\n;You can't hide while mounted!\r\n
You can't hide with somebody watching!\r\n;You can't hide with somebody watching!\r\n
You can't hold an item while wielding a two-handed weapon.\r\n;You can't hold an item while wielding a two-handed weapon.\r\n
You can't home-set while adventure-summoned.\r\n;You can't home-set while adventure-summoned.\r\n
You can't infiltrate -- you have a non-aggression pact with %s.\r\n;You can't infiltrate -- you have a non-aggression pact with %s.\r\n
You can't infiltrate that direction!\r\n;You can't infiltrate that direction!\r\n
You can't infiltrate while riding.\r\n;You can't infiltrate while riding.\r\n
You can't infiltrate your own empire!\r\n;You can't infiltrate your own empire!\r\n
You can't interlink to places more than %d tiles away.\r\n;You can't interlink to places more than %d tiles away.\r\n
You can't interlink to there, the terrain is too rough.\r\n;You can't interlink to there, the terrain is too rough.\r\n
You can't interlink to there, there's too much water in the way.\r\n;You can't interlink to there, there's too much water in the way.\r\n
You can't invite NPCs to a group.\r\n;You can't invite NPCs to a group.\r\n
You can't invite yourself.\r\n;You can't invite yourself.\r\n
You can't join that empire.\r\n;You can't join that empire.\r\n
You can't just sacrifice everything, that's how accidents happen.\r\n;You can't just sacrifice everything, that's how accidents happen.\r\n
You can't lay road here!\r\n;You can't lay road here!\r\n
You can't lay siege from indoors.\r\n;You can't lay siege from indoors.\r\n
You can't lay siege from rough terrain!\r\n;You can't lay siege from rough terrain!\r\n
You can't lay siege from so close to a barrier.\r\n;You can't lay siege from so close to a barrier.\r\n
You can't lead animals out of other people's territory.\r\n;You can't lead animals out of other people's territory.\r\n
You can't lead animals owned by other empires.\r\n;You can't lead animals owned by other empires.\r\n
You can't lead anything while you're sitting %s something.\r\n;You can't lead anything while you're sitting %s something.\r\n
You can't lead it while %s sitting on it.\r\n;You can't lead it while %s sitting on it.\r\n
You can't lead it while it's on fire!\r\n;You can't lead it while it's on fire!\r\n
You can't lead it while someone else is controlling it.\r\n;You can't lead it while someone else is controlling it.\r\n
You can't lead other players around.\r\n;You can't lead other players around.\r\n
You can't lead yourself.\r\n;You can't lead yourself.\r\n
You can't light that!\r\n;You can't light that!\r\n
You can't list portals right now.\r\n;You can't list portals right now.\r\n
You can't load %s while %s driving it.\r\n;You can't load %s while %s driving it.\r\n
You can't load %s while %s leading it.\r\n;You can't load %s while %s leading it.\r\n
You can't load %s while %s sitting %s it.\r\n;You can't load %s while %s sitting %s it.\r\n
You can't load anything %sto it while it's on fire!\r\n;You can't load anything %sto it while it's on fire!\r\n
You can't load anything %sto that!\r\n;You can't load anything %sto that!\r\n
You can't load anything while there's a fire!\r\n;You can't load anything while there's a fire!\r\n
You can't load it into itself.\r\n;You can't load it into itself.\r\n
You can't load that -- it's on fire!\r\n;You can't load that -- it's on fire!\r\n
You can't load that %sto vehicles.\r\n;You can't load that %sto vehicles.\r\n
You can't look in that!\r\n;You can't look in that!\r\n
You can't maintain a building that's on fire!\r\n;You can't maintain a building that's on fire!\r\n
You can't make it remember a sector which requires extra data like this one.\r\n;You can't make it remember a sector which requires extra data like this one.\r\n
You can't make this place your tomb!\r\n;You can't make this place your tomb!\r\n
You can't make this your home because it's not in a city.\r\n;You can't make this your home because it's not in a city.\r\n
You can't make this your home right now.\r\n;You can't make this your home right now.\r\n
You can't make this your home.\r\n;You can't make this your home.\r\n
You can't make this your tomb because it's not in a city.\r\n;You can't make this your tomb because it's not in a city.\r\n
You can't make this your tomb right now.\r\n;You can't make this your tomb right now.\r\n
You can't mark an NPC hostile.\r\n;You can't mark an NPC hostile.\r\n
You can't milk animals here!\r\n;You can't milk animals here!\r\n
You can't mine here because it's not in a city.\r\n;You can't mine here because it's not in a city.\r\n
You can't mine here.\r\n;You can't mine here.\r\n
You can't mine.\r\n;You can't mine.\r\n
You can't mint anything here.\r\n;You can't mint anything here.\r\n
You can't mint that into coins.\r\n;You can't mint that into coins.\r\n
You can't morph into that here.\r\n;You can't morph into that here.\r\n
You can't morph.\r\n;You can't morph.\r\n
You can't mount here.\r\n;You can't mount here.\r\n
You can't mount while flying.\r\n;You can't mount while flying.\r\n
You can't mount while sneaking.\r\n;You can't mount while sneaking.\r\n
You can't mount yourself.\r\n;You can't mount yourself.\r\n
You can't move it down, it's already at the bottom of the list.\r\n;You can't move it down, it's already at the bottom of the list.\r\n
You can't move it up, it's already at the top of the list.\r\n;You can't move it up, it's already at the top of the list.\r\n
You can't move while fighting!\r\n;You can't move while fighting!\r\n
You can't mummify yourself while fighting!\r\n;You can't mummify yourself while fighting!\r\n
You can't open a portal further away than %d tile%s unless both ends are in a city%s.\r\n;You can't open a portal further away than %d tile%s unless both ends are in a city%s.\r\n
You can't open a portal to another land without a portal master in your empire.\r\n;You can't open a portal to another land without a portal master in your empire.\r\n
You can't open that portal because of one the locations must be in a city, and isn't.\r\n;You can't open that portal because of one the locations must be in a city, and isn't.\r\n
You can't pan for anything %s.\r\n;You can't pan for anything %s.\r\n
You can't pan in that direction.\r\n;You can't pan in that direction.\r\n
You can't pass through the water!\r\n;You can't pass through the water!\r\n
You can't perform maintenance here.\r\n;You can't perform maintenance here.\r\n
You can't perform the chant of druids unless you are at a henge.\r\n;You can't perform the chant of druids unless you are at a henge.\r\n
You can't perform the chant of illusions here.\r\n;You can't perform the chant of illusions here.\r\n
You can't perform the Ritual of Defense here.\r\n;You can't perform the Ritual of Defense here.\r\n
You can't pick anything in an incomplete building.\r\n;You can't pick anything in an incomplete building.\r\n
You can't pickpocket mobs you are allied or have a non-aggression pact with.\r\n;You can't pickpocket mobs you are allied or have a non-aggression pact with.\r\n
You can't plant that!\r\n;You can't plant that!\r\n
You can't plant.\r\n;You can't plant.\r\n
You can't pledge again yet.\r\n;You can't pledge again yet.\r\n
You can't post items with timers on them for sale.\r\n;You can't post items with timers on them for sale.\r\n
You can't post junk for sale.\r\n;You can't post junk for sale.\r\n
You can't post stolen items.\r\n;You can't post stolen items.\r\n
You can't promote anybody!\r\n;You can't promote anybody!\r\n
You can't promote someone over the top level.\r\n;You can't promote someone over the top level.\r\n
You can't promote someone to that level.\r\n;You can't promote someone to that level.\r\n
You can't promote yourself!\r\n;You can't promote yourself!\r\n
You can't put bound items in items here.\r\n;You can't put bound items in items here.\r\n
You can't quarry anything here.\r\n;You can't quarry anything here.\r\n
You can't quarry until it's finished!\r\n;You can't quarry until it's finished!\r\n
You can't quit in hostile territory.\r\n;You can't quit in hostile territory.\r\n
You can't quit so soon after fighting!\r\n;You can't quit so soon after fighting!\r\n
You can't quit while drinking blood!\r\n;You can't quit while drinking blood!\r\n
You can't quit with fangs in your neck!\r\n;You can't quit with fangs in your neck!\r\n
You can't read that!\r\n;You can't read that!\r\n
You can't really do that right now!\r\n;You can't really do that right now!\r\n
You can't really do that.\r\n;You can't really do that.\r\n
You can't reclaim a city center.\r\n;You can't reclaim a city center.\r\n
You can't reclaim a city center.\r\n;You can't reclaim a city center.\r\n
You can't redesignate here.\r\n;You can't redesignate here.\r\n
You can't redesignate this %s so soon.\r\n;You can't redesignate this %s so soon.\r\n
You can't redesignate this %s.\r\n;You can't redesignate this %s.\r\n
You can't regenerate from death.\r\n;You can't regenerate from death.\r\n
You can't remove your saddle while you're riding!\r\n;You can't remove your saddle while you're riding!\r\n
You can't rename your empire while at war.\r\n;You can't rename your empire while at war.\r\n
You can't renew that.\r\n;You can't renew that.\r\n
You can't repair it while it's on fire!\r\n;You can't repair it while it's on fire!\r\n
You can't repair something that belongs to someone else.\r\n;You can't repair something that belongs to someone else.\r\n
You can't require an ability that isn't assigned to this skill.\r\n;You can't require an ability that isn't assigned to this skill.\r\n
You can't respond to a response.\r\n;You can't respond to a response.\r\n
You can't resurrect because your corpse has moved from the resurrection location.\r\n;You can't resurrect because your corpse has moved from the resurrection location.\r\n
You can't resurrect because your corpse is gone.\r\n;You can't resurrect because your corpse is gone.\r\n
You can't resurrect that.\r\n;You can't resurrect that.\r\n
You can't resurrect your own alts.\r\n;You can't resurrect your own alts.\r\n
You can't resurrect your own corpse, that's just silly.\r\n;You can't resurrect your own corpse, that's just silly.\r\n
You can't reward yourself.\r\n;You can't reward yourself.\r\n
You can't ride anything in this form.\r\n;You can't ride anything in this form.\r\n
You can't ride anything!\r\n;You can't ride anything!\r\n
You can't ride indoors.\r\n;You can't ride indoors.\r\n
You can't ride on other players.\r\n;You can't ride on other players.\r\n
You can't ride on such rough terrain.\r\n;You can't ride on such rough terrain.\r\n
You can't ride someone who's being led around.\r\n;You can't ride someone who's being led around.\r\n
You can't rise from the earth here!\r\n;You can't rise from the earth here!\r\n
You can't sacrifice an item that's bound to someone else.\r\n;You can't sacrifice an item that's bound to someone else.\r\n
You can't sacrifice anything like that.\r\n;You can't sacrifice anything like that.\r\n
You can't sacrifice that!\r\n;You can't sacrifice that!\r\n
You can't saw that!\r\n;You can't saw that!\r\n
You can't scan for anything here.\r\n;You can't scan for anything here.\r\n
You can't scan that way.\r\n;You can't scan that way.\r\n
You can't scrap it while %s working on it.\r\n;You can't scrap it while %s working on it.\r\n
You can't scrap that! It's not even yours.\r\n;You can't scrap that! It's not even yours.\r\n
You can't scrape that!\r\n;You can't scrape that!\r\n
You can't see a damned thing, you're blind!\r\n;You can't see a damned thing, you're blind!\r\n
You can't see any mail pigeons following you.\r\n;You can't see any mail pigeons following you.\r\n
You can't see anything that way.\r\n;You can't see anything that way.\r\n
You can't see the sky from here.\r\n;You can't see the sky from here.\r\n
You can't see well enough here to search for anyone!\r\n;You can't see well enough here to search for anyone!\r\n
You can't seem to %s it.\r\n;You can't seem to %s it.\r\n
You can't seem to catch anything.\r\n;You can't seem to catch anything.\r\n
You can't seem to cede land to %s.\r\n;You can't seem to cede land to %s.\r\n
You can't seem to find a trail.\r\n;You can't seem to find a trail.\r\n
You can't seem to find anything to forage for.\r\n;You can't seem to find anything to forage for.\r\n
You can't seem to get close enough to your mouth.\r\n;You can't seem to get close enough to your mouth.\r\n
You can't seem to get it to burn.\r\n;You can't seem to get it to burn.\r\n
You can't seem to go there. Perhaps it's full.\r\n;You can't seem to go there. Perhaps it's full.\r\n
You can't seem to land. Perhaps whatever is causing your flight can't be ended.\r\n;You can't seem to land. Perhaps whatever is causing your flight can't be ended.\r\n
You can't seem to mine here.\r\n;You can't seem to mine here.\r\n
